id,age,education,ethnicity,gender,hours_per_week,income,ethnicity_gender,ethnicity_income,gender_income,ethnicity_gender_income,d_0,d_1,d_2,d_3,d_4,d_5
8467,44,14,1,Male,40,>50K,0,1,2,2,0.3477676309905185,1.551624972648901,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
14520,41,14,1,Male,55,>50K,0,1,2,2,0.13140452585332338,1.551624972648901,0.37623464940848433,-0.7113537069458078,1.1919947716333448,1.741338009840746
27267,62,13,1,Male,40,<=50K,0,0,0,0,1.6459462618136893,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
29974,44,13,0,Female,40,<=50K,3,2,1,4,0.3477676309905185,1.1544852304812785,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
22469,45,13,0,Female,40,<=50K,3,2,1,4,0.4198886660362502,1.1544852304812785,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
19359,28,10,1,Female,40,<=50K,1,0,1,1,-0.8061689297411888,-0.03693399602158888,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
27710,52,9,1,Male,50,>50K,0,1,2,2,0.9247359113563721,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,0.7721304632031423,1.741338009840746
7515,34,9,1,Male,45,<=50K,0,0,0,0,-0.3734427194667986,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,0.3522661547729399,-0.5742710457985439
5007,63,13,1,Male,40,>50K,0,1,2,2,1.718067296859421,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
20831,37,9,1,Female,48,<=50K,1,0,1,1,-0.15707961432960346,-0.43407373818921136,0.37623464940848433,1.4057704208690962,0.6041847398310614,-0.5742710457985439
7786,68,9,1,Female,33,<=50K,1,0,1,1,2.0786724720880794,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.6554081854595459,-0.5742710457985439
31792,32,9,0,Male,40,<=50K,2,2,0,3,-0.517684789558262,-0.43407373818921136,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
29337,21,10,0,Male,20,<=50K,2,2,0,3,-1.3110161750613107,-0.03693399602158888,-2.657915749047034,-0.7113537069458078,-1.7470553873780723,-0.5742710457985439
15124,45,6,0,Male,40,<=50K,2,2,0,3,0.4198886660362502,-1.6254929646920788,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
8029,47,13,1,Female,45,<=50K,1,0,1,1,0.5641307361277136,1.1544852304812785,0.37623464940848433,1.4057704208690962,0.3522661547729399,-0.5742710457985439
15089,49,13,1,Male,50,>50K,0,1,2,2,0.7083728062191771,1.1544852304812785,0.37623464940848433,-0.7113537069458078,0.7721304632031423,1.741338009840746
17331,39,13,1,Male,40,>50K,0,1,2,2,-0.012837544238140047,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
19354,60,13,1,Female,48,>50K,1,1,3,5,1.5017041917222258,1.1544852304812785,0.37623464940848433,1.4057704208690962,0.6041847398310614,1.741338009840746
24972,41,9,1,Male,62,<=50K,0,0,0,0,0.13140452585332338,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,1.7798048034356282,-0.5742710457985439
15310,19,7,0,Female,40,<=50K,3,2,1,4,-1.4552582451527742,-1.2283532225244562,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
11888,34,10,1,Male,72,<=50K,0,0,0,0,-0.3734427194667986,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,2.619533420296033,-0.5742710457985439
30976,48,12,1,Female,40,<=50K,1,0,1,1,0.6362517711734453,0.757345488313656,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
13631,50,14,1,Male,40,>50K,0,1,2,2,0.7804938412649087,1.551624972648901,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
25633,56,15,1,Male,40,>50K,0,1,2,2,1.213220051539299,1.9487647148165235,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
27325,33,11,1,Female,40,<=50K,1,0,1,1,-0.44556375451253033,0.36020574614603357,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
31897,28,8,0,Female,40,<=50K,3,2,1,4,-0.8061689297411888,-0.8312134803568338,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
6956,46,10,1,Male,40,<=50K,0,0,0,0,0.49200970108198194,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
2622,31,10,1,Female,40,<=50K,1,0,1,1,-0.5898058246039938,-0.03693399602158888,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
8959,27,9,1,Male,40,<=50K,0,0,0,0,-0.8782899647869206,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
29271,35,10,1,Male,50,<=50K,0,0,0,0,-0.3013216844210669,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,0.7721304632031423,-0.5742710457985439
13492,28,13,1,Male,40,<=50K,0,0,0,0,-0.8061689297411888,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
19412,43,10,1,Female,40,<=50K,1,0,1,1,0.2756465959447868,-0.03693399602158888,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
9666,29,9,1,Female,38,<=50K,1,0,1,1,-0.7340478946954572,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.23554387702934354,-0.5742710457985439
5087,28,9,1,Male,40,<=50K,0,0,0,0,-0.8061689297411888,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
3027,41,13,1,Male,40,>50K,0,1,2,2,0.13140452585332338,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
10727,55,14,1,Male,20,>50K,0,1,2,2,1.1410990164935673,1.551624972648901,0.37623464940848433,-0.7113537069458078,-1.7470553873780723,1.741338009840746
27541,33,9,1,Male,40,<=50K,0,0,0,0,-0.44556375451253033,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
23920,20,10,1,Female,35,<=50K,1,0,1,1,-1.3831372101070425,-0.03693399602158888,0.37623464940848433,1.4057704208690962,-0.487462462087465,-0.5742710457985439
1518,22,10,0,Female,40,<=50K,3,2,1,4,-1.2388951400155792,-0.03693399602158888,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
11205,45,10,1,Male,44,>50K,0,1,2,2,0.4198886660362502,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,0.26829329308689936,1.741338009840746
4217,46,9,1,Male,40,<=50K,0,0,0,0,0.49200970108198194,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
12700,45,10,1,Male,75,<=50K,0,0,0,0,0.4198886660362502,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,2.8714520053541546,-0.5742710457985439
4725,23,9,1,Male,40,<=50K,0,0,0,0,-1.1667741049698475,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
29102,36,10,1,Male,40,<=50K,0,0,0,0,-0.22920064937533519,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
5179,49,14,1,Female,50,>50K,1,1,3,5,0.7083728062191771,1.551624972648901,0.37623464940848433,1.4057704208690962,0.7721304632031423,1.741338009840746
1650,19,10,1,Male,20,<=50K,0,0,0,0,-1.4552582451527742,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-1.7470553873780723,-0.5742710457985439
220,31,10,1,Male,40,<=50K,0,0,0,0,-0.5898058246039938,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
21251,32,12,1,Female,40,<=50K,1,0,1,1,-0.517684789558262,0.757345488313656,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
1583,39,9,1,Male,40,>50K,0,1,2,2,-0.012837544238140047,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
22737,30,11,1,Male,45,>50K,0,1,2,2,-0.6619268596497254,0.36020574614603357,0.37623464940848433,-0.7113537069458078,0.3522661547729399,1.741338009840746
897,45,10,1,Male,45,>50K,0,1,2,2,0.4198886660362502,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,0.3522661547729399,1.741338009840746
14403,29,7,1,Male,45,<=50K,0,0,0,0,-0.7340478946954572,-1.2283532225244562,0.37623464940848433,-0.7113537069458078,0.3522661547729399,-0.5742710457985439
3863,62,11,1,Male,40,<=50K,0,0,0,0,1.6459462618136893,0.36020574614603357,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
21623,50,9,1,Male,40,<=50K,0,0,0,0,0.7804938412649087,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
24044,51,10,1,Female,45,>50K,1,1,3,5,0.8526148763106405,-0.03693399602158888,0.37623464940848433,1.4057704208690962,0.3522661547729399,1.741338009840746
19360,29,7,1,Female,52,<=50K,1,0,1,1,-0.7340478946954572,-1.2283532225244562,0.37623464940848433,1.4057704208690962,0.9400761865752233,-0.5742710457985439
20232,40,13,0,Female,40,<=50K,3,2,1,4,0.05928349080759166,1.1544852304812785,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
9343,37,9,1,Male,54,>50K,0,1,2,2,-0.15707961432960346,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,1.1080219099473043,1.741338009840746
12736,58,11,1,Female,60,<=50K,1,0,1,1,1.3574621216307625,0.36020574614603357,0.37623464940848433,1.4057704208690962,1.6118590800635473,-0.5742710457985439
14214,69,14,1,Female,5,<=50K,1,0,1,1,2.150793507133811,1.551624972648901,0.37623464940848433,1.4057704208690962,-3.0066483126686796,-0.5742710457985439
13738,25,15,1,Female,30,<=50K,1,0,1,1,-1.022532034878384,1.9487647148165235,0.37623464940848433,1.4057704208690962,-0.9073267705176674,-0.5742710457985439
13005,55,10,1,Male,58,<=50K,0,0,0,0,1.1410990164935673,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,1.4439133566914661,-0.5742710457985439
7090,46,9,1,Female,40,>50K,1,1,3,5,0.49200970108198194,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.06759815365726257,1.741338009840746
7405,55,12,1,Female,40,<=50K,1,0,1,1,1.1410990164935673,0.757345488313656,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
8164,23,4,1,Male,40,<=50K,0,0,0,0,-1.1667741049698475,-2.419772449027324,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
21116,34,9,1,Male,40,>50K,0,1,2,2,-0.3734427194667986,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
19120,49,9,1,Male,45,>50K,0,1,2,2,0.7083728062191771,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,0.3522661547729399,1.741338009840746
5752,33,5,1,Male,50,<=50K,0,0,0,0,-0.44556375451253033,-2.022632706859701,0.37623464940848433,-0.7113537069458078,0.7721304632031423,-0.5742710457985439
28185,32,14,1,Male,55,>50K,0,1,2,2,-0.517684789558262,1.551624972648901,0.37623464940848433,-0.7113537069458078,1.1919947716333448,1.741338009840746
10749,39,13,1,Male,40,<=50K,0,0,0,0,-0.012837544238140047,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
737,43,13,1,Male,50,<=50K,0,0,0,0,0.2756465959447868,1.1544852304812785,0.37623464940848433,-0.7113537069458078,0.7721304632031423,-0.5742710457985439
2945,34,13,1,Male,60,>50K,0,1,2,2,-0.3734427194667986,1.1544852304812785,0.37623464940848433,-0.7113537069458078,1.6118590800635473,1.741338009840746
8009,48,9,1,Female,40,<=50K,1,0,1,1,0.6362517711734453,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
16048,59,4,1,Male,40,<=50K,0,0,0,0,1.429583156676494,-2.419772449027324,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
30602,23,10,1,Male,10,<=50K,0,0,0,0,-1.1667741049698475,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-2.5867840042384773,-0.5742710457985439
15802,46,9,0,Male,40,>50K,2,3,2,6,0.49200970108198194,-0.43407373818921136,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,1.741338009840746
13463,42,13,1,Male,60,>50K,0,1,2,2,0.20352556089905507,1.1544852304812785,0.37623464940848433,-0.7113537069458078,1.6118590800635473,1.741338009840746
6952,46,11,0,Female,63,<=50K,3,2,1,4,0.49200970108198194,0.36020574614603357,-2.657915749047034,1.4057704208690962,1.8637776651216686,-0.5742710457985439
18224,31,9,1,Male,40,<=50K,0,0,0,0,-0.5898058246039938,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
21353,18,9,1,Female,40,<=50K,1,0,1,1,-1.527379280198506,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
19514,22,9,1,Male,50,<=50K,0,0,0,0,-1.2388951400155792,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,0.7721304632031423,-0.5742710457985439
11738,27,12,0,Female,40,<=50K,3,2,1,4,-0.8782899647869206,0.757345488313656,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
459,34,10,1,Male,40,<=50K,0,0,0,0,-0.3734427194667986,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
3485,55,13,1,Male,40,>50K,0,1,2,2,1.1410990164935673,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
29850,64,10,1,Male,20,<=50K,0,0,0,0,1.7901883319051526,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-1.7470553873780723,-0.5742710457985439
5427,52,9,0,Male,40,>50K,2,3,2,6,0.9247359113563721,-0.43407373818921136,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,1.741338009840746
20562,43,13,1,Male,21,<=50K,0,0,0,0,0.2756465959447868,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-1.6630825256920319,-0.5742710457985439
14429,47,9,0,Female,40,<=50K,3,2,1,4,0.5641307361277136,-0.43407373818921136,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
20682,68,9,1,Female,30,<=50K,1,0,1,1,2.0786724720880794,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.9073267705176674,-0.5742710457985439
21857,20,9,1,Male,40,<=50K,0,0,0,0,-1.3831372101070425,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
16582,28,13,0,Male,60,<=50K,2,2,0,3,-0.8061689297411888,1.1544852304812785,-2.657915749047034,-0.7113537069458078,1.6118590800635473,-0.5742710457985439
22949,38,9,1,Male,45,<=50K,0,0,0,0,-0.08495857928387175,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,0.3522661547729399,-0.5742710457985439
14232,43,9,1,Female,46,<=50K,1,0,1,1,0.2756465959447868,-0.43407373818921136,0.37623464940848433,1.4057704208690962,0.43623901645898033,-0.5742710457985439
6559,32,9,1,Male,40,<=50K,0,0,0,0,-0.517684789558262,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
26926,33,13,0,Male,40,>50K,2,3,2,6,-0.44556375451253033,1.1544852304812785,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,1.741338009840746
8061,33,5,1,Male,35,<=50K,0,0,0,0,-0.44556375451253033,-2.022632706859701,0.37623464940848433,-0.7113537069458078,-0.487462462087465,-0.5742710457985439
12009,28,5,1,Female,40,<=50K,1,0,1,1,-0.8061689297411888,-2.022632706859701,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
12324,46,9,1,Male,45,>50K,0,1,2,2,0.49200970108198194,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,0.3522661547729399,1.741338009840746
634,42,9,1,Male,52,<=50K,0,0,0,0,0.20352556089905507,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,0.9400761865752233,-0.5742710457985439
22984,56,13,1,Male,65,>50K,0,1,2,2,1.213220051539299,1.1544852304812785,0.37623464940848433,-0.7113537069458078,2.0317233884937496,1.741338009840746
18944,44,10,0,Female,40,<=50K,3,2,1,4,0.3477676309905185,-0.03693399602158888,-2.657915749047034,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
9959,33,14,1,Male,50,<=50K,0,0,0,0,-0.44556375451253033,1.551624972648901,0.37623464940848433,-0.7113537069458078,0.7721304632031423,-0.5742710457985439
30285,41,3,1,Male,40,<=50K,0,0,0,0,0.13140452585332338,-2.816912191194946,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
30173,24,13,1,Female,40,<=50K,1,0,1,1,-1.0946530699241157,1.1544852304812785,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
13934,29,10,1,Male,40,<=50K,0,0,0,0,-0.7340478946954572,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
4082,52,4,1,Male,40,<=50K,0,0,0,0,0.9247359113563721,-2.419772449027324,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
9284,23,10,1,Male,60,<=50K,0,0,0,0,-1.1667741049698475,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,1.6118590800635473,-0.5742710457985439
29322,60,2,1,Male,40,>50K,0,1,2,2,1.5017041917222258,-3.2140519333625686,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
1748,52,9,0,Male,40,>50K,2,3,2,6,0.9247359113563721,-0.43407373818921136,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,1.741338009840746
8457,29,9,1,Male,40,>50K,0,1,2,2,-0.7340478946954572,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
4758,31,6,1,Male,60,<=50K,0,0,0,0,-0.5898058246039938,-1.6254929646920788,0.37623464940848433,-0.7113537069458078,1.6118590800635473,-0.5742710457985439
7083,59,9,0,Male,40,<=50K,2,2,0,3,1.429583156676494,-0.43407373818921136,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
832,26,10,1,Male,40,<=50K,0,0,0,0,-0.9504109998326523,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
8435,43,12,1,Male,44,<=50K,0,0,0,0,0.2756465959447868,0.757345488313656,0.37623464940848433,-0.7113537069458078,0.26829329308689936,-0.5742710457985439
29610,60,4,0,Female,15,<=50K,3,2,1,4,1.5017041917222258,-2.419772449027324,-2.657915749047034,1.4057704208690962,-2.1669196958082746,-0.5742710457985439
6197,41,9,1,Female,60,>50K,1,1,3,5,0.13140452585332338,-0.43407373818921136,0.37623464940848433,1.4057704208690962,1.6118590800635473,1.741338009840746
8355,33,7,1,Male,70,<=50K,0,0,0,0,-0.44556375451253033,-1.2283532225244562,0.37623464940848433,-0.7113537069458078,2.451587696923952,-0.5742710457985439
20889,51,10,1,Female,40,>50K,1,1,3,5,0.8526148763106405,-0.03693399602158888,0.37623464940848433,1.4057704208690962,-0.06759815365726257,1.741338009840746
22890,38,13,1,Male,63,>50K,0,1,2,2,-0.08495857928387175,1.1544852304812785,0.37623464940848433,-0.7113537069458078,1.8637776651216686,1.741338009840746
5014,27,10,0,Male,40,<=50K,2,2,0,3,-0.8782899647869206,-0.03693399602158888,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
17052,45,14,1,Male,70,>50K,0,1,2,2,0.4198886660362502,1.551624972648901,0.37623464940848433,-0.7113537069458078,2.451587696923952,1.741338009840746
12159,61,13,1,Male,50,<=50K,0,0,0,0,1.5738252267679576,1.1544852304812785,0.37623464940848433,-0.7113537069458078,0.7721304632031423,-0.5742710457985439
9136,37,10,1,Male,70,<=50K,0,0,0,0,-0.15707961432960346,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,2.451587696923952,-0.5742710457985439
17223,20,9,1,Male,40,<=50K,0,0,0,0,-1.3831372101070425,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
29639,23,10,1,Male,30,<=50K,0,0,0,0,-1.1667741049698475,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,-0.9073267705176674,-0.5742710457985439
21952,17,7,1,Female,30,<=50K,1,0,1,1,-1.5995003152442377,-1.2283532225244562,0.37623464940848433,1.4057704208690962,-0.9073267705176674,-0.5742710457985439
15291,38,13,0,Male,40,>50K,2,3,2,6,-0.08495857928387175,1.1544852304812785,-2.657915749047034,-0.7113537069458078,-0.06759815365726257,1.741338009840746
8780,48,11,1,Male,40,>50K,0,1,2,2,0.6362517711734453,0.36020574614603357,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
24223,44,11,1,Male,40,>50K,0,1,2,2,0.3477676309905185,0.36020574614603357,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
28815,55,8,1,Female,40,<=50K,1,0,1,1,1.1410990164935673,-0.8312134803568338,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
15882,27,11,1,Male,40,<=50K,0,0,0,0,-0.8782899647869206,0.36020574614603357,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
5109,64,13,1,Male,40,>50K,0,1,2,2,1.7901883319051526,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
11269,38,9,1,Male,40,<=50K,0,0,0,0,-0.08495857928387175,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,-0.5742710457985439
9665,41,9,1,Female,40,<=50K,1,0,1,1,0.13140452585332338,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
4414,30,13,1,Female,40,<=50K,1,0,1,1,-0.6619268596497254,1.1544852304812785,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
28515,35,12,0,Male,30,<=50K,2,2,0,3,-0.3013216844210669,0.757345488313656,-2.657915749047034,-0.7113537069458078,-0.9073267705176674,-0.5742710457985439
8303,30,11,1,Female,41,<=50K,1,0,1,1,-0.6619268596497254,0.36020574614603357,0.37623464940848433,1.4057704208690962,0.01637470802877792,-0.5742710457985439
27150,47,11,1,Female,45,>50K,1,1,3,5,0.5641307361277136,0.36020574614603357,0.37623464940848433,1.4057704208690962,0.3522661547729399,1.741338009840746
14753,56,9,1,Female,40,<=50K,1,0,1,1,1.213220051539299,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
11152,49,13,1,Male,40,>50K,0,1,2,2,0.7083728062191771,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
14563,27,6,0,Female,30,<=50K,3,2,1,4,-0.8782899647869206,-1.6254929646920788,-2.657915749047034,1.4057704208690962,-0.9073267705176674,-0.5742710457985439
19905,41,10,1,Female,40,<=50K,1,0,1,1,0.13140452585332338,-0.03693399602158888,0.37623464940848433,1.4057704208690962,-0.06759815365726257,-0.5742710457985439
20625,42,10,1,Male,50,<=50K,0,0,0,0,0.20352556089905507,-0.03693399602158888,0.37623464940848433,-0.7113537069458078,0.7721304632031423,-0.5742710457985439
19420,48,9,1,Male,15,<=50K,0,0,0,0,0.6362517711734453,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,-2.1669196958082746,-0.5742710457985439
12913,41,9,1,Male,50,<=50K,0,0,0,0,0.13140452585332338,-0.43407373818921136,0.37623464940848433,-0.7113537069458078,0.7721304632031423,-0.5742710457985439
5105,33,12,1,Male,20,<=50K,0,0,0,0,-0.44556375451253033,0.757345488313656,0.37623464940848433,-0.7113537069458078,-1.7470553873780723,-0.5742710457985439
30786,43,12,1,Female,38,<=50K,1,0,1,1,0.2756465959447868,0.757345488313656,0.37623464940848433,1.4057704208690962,-0.23554387702934354,-0.5742710457985439
7193,31,9,1,Female,35,<=50K,1,0,1,1,-0.5898058246039938,-0.43407373818921136,0.37623464940848433,1.4057704208690962,-0.487462462087465,-0.5742710457985439
11050,40,13,1,Male,40,>50K,0,1,2,2,0.05928349080759166,1.1544852304812785,0.37623464940848433,-0.7113537069458078,-0.06759815365726257,1.741338009840746
